station_name,lat,lng
Goble Pl & Macombs Rd,40.844041228,-73.917167068
E 174 St & Longfellow Ave,40.836317539,-73.884461641
E 19 St & 3 Ave,40.73624527,-73.98473765
MacDougal St & Washington Sq,40.73226398,-73.99852205
7 Ave & 41 St,40.647379,-74.000911
5 Ave & E 87 St,40.78232260730881,-73.95987510681152
Henry St & Bay St,40.6725058,-74.00494695
40 St & Queens Blvd,40.743540273428685,-73.92435193061829
Harlem River Dr & W 155 St,40.830476,-73.939929
39 St & 50 Ave,40.738207459,-73.927499294
Lexington Ave & E 111 St,40.795177221,-73.944177032
Moffat St & Bushwick,40.68458,-73.90925
Amsterdam Ave & W 156 St,40.832008123,-73.942628384
E 155 St & Courtlandt Ave,40.820709944,-73.917430639
5 Ave & E 135 St,40.812191,-73.937838
E 106 St & Lexington Ave,40.791988373,-73.945916653
Riverside Dr & W 91 St,40.793064833,-73.977023721
2 Ave & E 96 St,40.7839636,-73.9471673
1 Ave & E 62 St,40.761164427,-73.960904837
49 Ave & 21 St,40.74252,-73.948852
Decatur St & Saratoga Ave,40.68332,-73.91711
Cleveland Pl & Spring St,40.722103786686034,-73.99724900722504
Frederick Douglass Blvd & W 117 St,40.805143833,-73.954761744
2 Ave & E 99 St,40.786474586,-73.945435643
E 40 St & Park Ave,40.750756,-73.978326
Nevins St & Schermerhorn St,40.68737247650719,-73.98176059126854
Riverside Dr & W 72 St,40.78057799010334,-73.98562431335449
Lexington Ave & E 128 St,40.806542635,-73.935952663
Frederick Douglass Blvd & W 115 St,40.803911567,-73.955812931
Mercer St & Spring St,40.72362738,-73.99949601
46 St & 7 Ave,40.644763947,-74.003771424
Madison St & Clinton St,40.71269042,-73.98776323
Kingston Ave & Park Pl,40.67317152,-73.941943526
28 St & 41 Ave,40.751047,-73.93797
Albemarle Rd & McDonald Ave,40.645074,-73.979681
Wakeman Pl & Ridge Blvd,40.639375687,-74.026797771
E 76 St & Park Ave,40.773763,-73.96222088
River Ter & Warren St,40.717599,-74.01588
Herkimer St & New York Ave,40.679523706,-73.947209001
Humboldt St & Varet St,40.703110218,-73.940682411
Woodward Ave & Harman St,40.707977414,-73.910996199
30 Ave & 12 St,40.77171710520828,-73.93159255385399
Southern Blvd & E 142 St,40.807402968,-73.908029675
3 Ave & Franklin Ave,40.82696,-73.907451
33 St & Queens Blvd,40.7443653191867,-73.93172398209572
31 Ave & 34 St,40.763129234,-73.920861483
Carmine St & 6 Ave,40.73038599,-74.00214988
Prospect Park W & 20 St,40.656633,-73.983864
Edgecombe Ave & W 141 St,40.820625901,-73.945234418
W 204 St & Vermilyea Ave,40.866235971,-73.922778606
Walton Ave & E 168 St,40.83665359,-73.918256879
Henry St & Degraw St,40.6847514,-73.99917254
Jackson Ave & 46 Rd,40.745290995,-73.947255254
Willis Ave & E 143 St,40.812404871,-73.920294046
Halsey St & Ralph Ave,40.684914708,-73.922790527
W 36 St & 7 Ave,40.751930475,-73.989459157
Sterling Pl & Bedford Ave,40.672713399,-73.953940868
Schermerhorn St & Court St,40.691088676,-73.991980791
Grand Concourse & E 167 St,40.8342731,-73.91761148
MacDonough St & Malcolm X Blvd,40.68273,-73.92926
Waterloo Pl & Crotona Park East,40.839308023,-73.888552547
Lenox Ave & W 144 St,40.819877386,-73.936517358
W 190 St & St. Nicholas Ave,40.854788,-73.929513
W 144 St & Adam Clayton Powell Blvd,40.820862293,-73.939232469
24 Ave & 26 St,40.774734735,-73.918717027
Caton Ave & E 10 St,40.648481,-73.97058
Broadway & W 58 St,40.76695317,-73.98169333
E 81 St & York Ave,40.7728384,-73.94989233
E 56 St & Madison Ave,40.761630177,-73.97292614
E 77 St & 3 Ave,40.773328304,-73.95891118
Banker St & Meserole Ave,40.726066947,-73.956094623
Lenox Ave & W 115 St,40.801100254,-73.950146675
W 44 St & 11 Ave,40.762009,-73.996975
Lexington Ave & Classon Ave,40.686787248,-73.959186196
Carroll St & 6 Ave,40.6740886,-73.9787282
Bond St & Bergen St,40.6849668,-73.98620772
2 Ave & E 72 St,40.7687620293096,-73.95840793848038
John St & William St,40.708759308,-74.006148934
Bainbridge Ave & E 196 St,40.866465688,-73.890636921
E 149 St & Eagle Ave,40.814046,-73.91186
Cedar Ave & W Fordham Rd,40.861434102,-73.912345648
E 174 St & Walton Ave,40.844722748,-73.911962509
Westchester Ave & Jackson Ave,40.816030502,-73.908155918
Morris Ave & McClellan St,40.831635118,-73.914909244
5 Av & W 139 St,40.815484,-73.935856
Cauldwell Ave & E 161 St,40.82188,-73.907521
E 167 St & Clay Ave,40.830924153,-73.911231041
Buchanan Pl & Grand Ave,40.858573794,-73.906325459
Sheridan Ave & E 168 St,40.835289836,-73.915451169
MacDougal St & Rockaway Ave,40.680237889,-73.911631107
Putnam Ave & Knickerbocker Ave,40.69552505,-73.911713719
34th Ave & Vernon Blvd,40.76535380385866,-73.93986314535141
E 138 St & Park Ave,40.812785268,-73.929331064
Vesey Pl & River Terrace,40.7153379,-74.01658354
Frederick Douglass Blvd & W 129 St,40.812416434,-73.94931519
W 56 St & 10 Ave,40.768254,-73.988639
9 Ave & W 45 St,40.76031518,-73.991211295
Central Ave & Covert St,40.68929,-73.90951
10 St & 5 Ave,40.6686273,-73.98700053
E 156 & Brook Ave,40.819852471,-73.912408352
43 Ave & 47 St,40.744806528,-73.917264104
Prospect Park West & 8 St,40.665075183,-73.976287246
E 170 St & Webster Ave,40.836064339,-73.907115459
S 4 St & Wythe Ave,40.71285887,-73.96590294
W 84 St & Broadway,40.786754727,-73.976969004
1 Ave & E 44 St,40.75001986,-73.96905301
N 12 St & Bedford Ave,40.720879793,-73.954965353
Amsterdam Ave & W 73 St,40.77966809007312,-73.98093044757842
4 Ave & E 12 St,40.732647,-73.99011
Monroe St & Tompkins Ave,40.686203,-73.944694
E 149 St & Morris Ave,40.817341566,-73.923002601
Patchen Ave & Bainbridge St,40.68143,-73.92565
8 Ave & W 49 St,40.762003541,-73.986676693
Park Cir & East Dr,40.651566,-73.972212
Lexington Ave & E 120 St,40.80136919,-73.939411044
Cathedral Pkwy & Broadway,40.804213,-73.96699104
Steinway St & Ditmars Blvd,40.772658587,-73.906179547
40 Ave & 9 St,40.75747931,-73.945165873
4 Ave & 3 St,40.673746,-73.985649
Graham Ave & Herbert St,40.71929301,-73.94500379
W 17 St & 7 Ave,40.74056423633952,-73.99852573871613
Hancock St & Stuyvesant Ave,40.68454,-73.9322
Perry St & Bleecker St,40.73535398,-74.00483091
E 12 St & 3 Ave,40.732349157,-73.988524914
FDR Drive & E 35 St,40.744219,-73.97121214
E 98 St & Park Ave,40.78813,-73.95206
Leonard St & Boerum St,40.70577848,-73.946422219
Eastern Pkwy & Washington Ave,40.671671629,-73.963164687
Forsyth St & Grand St,40.71779817737835,-73.99316132068634
Dock 72 Way & Market St,40.69985,-73.97141
Flatbush Ave & Ocean Ave,40.663657,-73.963014
Sigourney St & Columbia St,40.672836304,-74.009067893
Ocean Pkwy & Church Ave,40.64471895763575,-73.97451460361481
Valentine Ave & E 183 St,40.856990576,-73.898232341
Stephen St & Seneca Ave,40.6988,-73.9007
48 St & 5 Ave,40.646409273,-74.009182453
4 Ave & 26 St,40.660079,-73.998633
8 Ave & W 24 St,40.745787024,-73.998184681
E 40 St & 5 Ave,40.751868248,-73.981897116
Frederick Douglass Blvd & Harlem River Dr,40.830808282,-73.936329722
Nostrand Ave & Myrtle Ave,40.69527008,-73.95238108
Gansevoort St & Hudson St,40.73944820130404,-74.00507032871246
Jerome Ave & Anderson Ave,40.830179,-73.928747
72 St & Woodside Ave,40.742846012,-73.892869353
Cauldwell Ave & E 158 St,40.81989,-73.908351
Ditmars Blvd & 43 St,40.771203,-73.903865
Tyler Ave & Maurice Ave,40.73394,-73.90128
62 St & 4 Ave,40.639957309,-74.019879937
65 St & 35 Ave,40.75053,-73.8977
31 St & Broadway,40.761584,-73.925921
Bulova Ave & Brooklyn Queens Expressway W,40.762507,-73.902534
Prospect Ave & E 167 St,40.826307535,-73.898795843
21 St & 43 Ave,40.75052534,-73.94594845
University Ave & Brandt Pl,40.848421216,-73.91830337
E 20 St & 2 Ave,40.73587678,-73.98205027
55 St & 5 Ave,40.642408,-74.013318
Eastern Pkwy & Ralph Ave,40.668546677,-73.922946095
Anthony Ave & E 175 St,40.846364379,-73.903699398
19 St & 24 Ave,40.777810216,-73.922227144
Steinway St & 21 Ave,40.774935007,-73.903650284
Brevoort Pl & Bedford Ave,40.68012,-73.95362
Amsterdam Ave & W 82 St,40.78524672,-73.97667321
31 Rd & 21 St,40.766824,-73.930486
45 St & 4 Ave,40.649145,-74.009486
Union Ave & Jackson St,40.7160751,-73.952029
Grove St & Broadway,40.69047,-73.923511
64 St & 51 Ave,40.73577,-73.90184
39 Ave & 54 St,40.74891,-73.90899
49 St & 31 Ave,40.758057,-73.909831
20 Ave & 38 St,40.777112,-73.902382
28 Ave & 44 St,40.76408932350688,-73.91065120697021
21 Ave & Shore Blvd,40.783976674,-73.916832566
38 St & Northern Blvd,40.752372,-73.925384
Prospect Park SW & 16 St,40.657305002,-73.974200249
Steinway St & 19 Ave,40.778077126,-73.899616957
Grand Concourse & E 197 St,40.869498849,-73.891482592
Stuyvesant Walk & 1 Av Loop,40.732339777151054,-73.97898383438587
6 Ave & Broome St,40.724743128,-74.00466001
Central Park W & W 91 St,40.78866499127884,-73.96680057048798
48 St & Skillman Ave,40.74622874694195,-73.91616314649582
Marion Ave & Mosholu Pkwy,40.870631337,-73.881732106
Jerome Ave & E Mosholu Parkway S,40.87935,-73.88534
College Ave & E 170 St,40.837603331,-73.91051352
N Moore St & Hudson St,40.720046639,-74.008317232
34 St & 35 Ave,40.756882071,-73.926178098
Intervale Ave & Kelly St,40.827485561,-73.896233678
Valentine Ave & E 181 St,40.854123869116,-73.89932222664356
Buffalo Ave & E New York Ave,40.66591,-73.92602
50 St & Barnett Ave,40.749958873,-73.91353929
51 Ave & 61 St,40.73568,-73.90387
Sterling Pl & Ralph Ave,40.670959711,-73.922136664
Prospect Ave & Jennings St,40.831679344,-73.896860123
Broadway & Berry St,40.71036129922581,-73.96530389785767
Henry St & Grand St,40.714211,-73.981095
W 84 St & Columbus Ave,40.785157204,-73.972609162
E 89 St & York Ave,40.7779453,-73.946041
Commerce St & Van Brunt St,40.6812117,-74.00860912
W 55 St & 6 Ave,40.763189,-73.978434
7 Ave & Park Pl,40.677444458,-73.973377228
E 85 St & 3 Ave,40.77801203,-73.95407149
Amsterdam Ave & W 172 St,40.842069268,-73.935199618
E 30 St & Park Ave S,40.744469881,-73.983048558
India St Pier,40.731734785883454,-73.9612390102593
Union St & Nevins St,40.679120064,-73.987555981
Union Ave & Wallabout St,40.70029511,-73.95032283
W 87 St & West End Ave,40.789622,-73.97757
Powers St & Olive St,40.71323,-73.93894
Broadway & W 168 St,40.84089603193041,-73.93972098827362
Stockholm St & Wilson Ave,40.699416757,-73.922902703
Washington St & Laight St,40.72231,-74.0106
Grand Concourse & E 171 St,40.839549,-73.913004
Gerard Ave & E 165 St,40.831911564,-73.922555923
Wyckoff Av & Jefferson St,40.707261324,-73.923724651
E 165 St & Fox St,40.82394,-73.894025
46 St & 30 Rd,40.76072,-73.910989
Myrtle Ave & Grove St,40.699052811,-73.915196061
W 92 St & Broadway,40.792496085,-73.97393477
E 157 St & River Ave,40.825737,-73.927311
Engert Ave & McGuinness Blvd,40.72158,-73.94546
Driggs Ave & N 9 St,40.71816969454208,-73.95520135760307
E 51 St & 2 Ave,40.755293,-73.967641
E 47 St & 2 Ave,40.75323098,-73.97032517
Broadway & W 122 St,40.812096596,-73.961250067
38 St & 30 Ave,40.764174520197685,-73.91583994030952
Adam Clayton Powell Blvd & W 115 St,40.802535,-73.9532423
E 66 St & Madison Ave,40.768128514,-73.968559504
Fulton St & Waverly Ave,40.68323865460341,-73.96599590778351
34 Ave & 38 St,40.756913,-73.921631
31 Ave & 30 St,40.7647,-73.9240312
Allen St & Stanton St,40.722055,-73.989111
E 138 St & Cypress Ave,40.805595636,-73.914718151
Prospect Park SW & Greenwood Ave,40.652563,-73.972573
Pacific St & Utica Ave,40.6767,-73.93051
Carlton Ave & Dean St,40.681000471,-73.97104466
Eastern Pkwy & Rochester Ave,40.668460131,-73.92808795
Bergen St & 4 Ave,40.68256425759694,-73.9798977971077
Broadway & Madison St,40.688235044,-73.919628024
Albany Ave & Fulton St,40.6800105,-73.938475
Amsterdam Ave & W 131 St,40.816238403,-73.954406381
Dahill Rd & 12 Ave,40.645918489,-73.980935097
Pike St & Monroe St,40.711966395,-73.99194181
Marcus Garvey Blvd & Macon St,40.682556987,-73.937884688
27 Ave & 3 St,40.77485,-73.9342
E 27 St & 1 Ave,40.739445,-73.976806
E 47 St & Park Ave,40.75510267,-73.97498696
Greene Ave & Nostrand Ave,40.6883337,-73.950916
2 Ave & E 31 St,40.74290902,-73.97706058
E 43 St & 2 Ave,40.750333071,-73.970947504
Cliff St & Fulton St,40.70836401,-74.004748344
Kent Ave & N 7 St,40.72036775298455,-73.96165072917938
Lexington Ave & E 26 St,40.741459,-73.983293
Gerard Ave & E 146 St,40.817755,-73.92965
W 113 St & Broadway,40.80585897,-73.964672446
E 167 St & Bryant Ave,40.826717257,-73.888692856
E 128 St & 3 Ave,40.805631,-73.934077
Greenwich Ave & Charles St,40.735238,-74.000271
6 Ave & 55 St,40.640663266,-74.011108994
W 140 St & Riverside Dr,40.824013,-73.954743
E 135 St & St Ann's Ave,40.805106044,-73.919041634
Woodside Ave & 60 St,40.74521,-73.90462
Walton Ave & E 183 St,40.858611703,-73.902664661
Onderdonk Ave & Dekalb Ave,40.70863,-73.91497
Willis Ave & E 141 St,40.810851097,-73.921702266
St Marks Ave & Ralph Ave,40.67372,-73.92199
Pacific St & Classon Ave,40.679193974,-73.959039807
57 St & 43 Ave,40.743119121,-73.908019781
27 Ave & 9 St,40.7739825,-73.9309134
Pacific St & Nevins St,40.685426116,-73.98248899
St Johns Pl & Washington Ave,40.6737236,-73.9631611
Paul Ave & Mosholu Pkwy,40.8802945,-73.8860653648
Sterling Pl & New York Ave,40.672383308,-73.947655439
Amsterdam Ave & W 162 St,40.83618,-73.939789
50 St & 7 Ave,40.64248836,-74.006065965
E 11 St & 3 Ave,40.73127,-73.98849
2 Ave & E 29 St,40.74172351097472,-73.97809267044067
Rutgers St & Henry St,40.71332151208186,-73.99009689688683
9 Ave & W 22 St,40.745389342,-74.002099752
E 67 St & Park Ave,40.76780080148132,-73.96592080593109
Broadway & E 19 St,40.73866091428551,-73.98987293243407
Lexington Ave & E 36 St,40.7475739589548,-73.9788007736206
E 56 St & 3 Ave,40.75934501,-73.96759673
Broadway & 49 St,40.755265117,-73.911235809
60 Pl & Linden St,40.708714843,-73.901698947
2 Ave & 44 St,40.652297616,-74.013540983
W 218 St & Broadway,40.871503592,-73.914527535
W 192 St & University Ave,40.866972208,-73.901901007
57 St & 4 Ave,40.642634034,-74.016981363
W 15 St & 7 Ave,40.73935542,-73.99931783
Avenue D & E 12 St,40.72580614,-73.97422494
Faile St & Garrison Ave,40.820637465,-73.888326168
E 33 St & 5 Ave,40.74765947,-73.98490707
E 97 St & Madison Ave,40.787801,-73.953559
Lafayette Ave & Stuyvesant Ave,40.6919925157634,-73.9325501024723
Adam Clayton Powell Blvd & W 132 St,40.813713193,-73.945129037
44 St & 3 Ave,40.651173,-74.011405
Douglass St & 3 Ave,40.680229187,-73.984377027
Grand Concourse & E 196 St,40.867549062,-73.893000484
Woodside Ave & 55 St,40.74679,-73.90893
Sunken Meadow Comfort Station,40.79558,-73.91906
Stanton St & Mangin St,40.717871189,-73.976215482
West End Ave & W 78 St,40.783786,-73.981687
Academy St & Nagle Ave,40.862584472,-73.922689319
Union St & 4 Ave,40.677147627,-73.982627988
3 Ave & E 163 St,40.82387054,-73.908653975
Hanson Pl & Ashland Pl,40.68506807308177,-73.97790759801863
Garfield Pl & 8 Ave,40.6711978,-73.97484126
Railroad Ave & Kay Ave,40.705562711,-73.970961928
Franklin Ave & Myrtle Ave,40.694546087246025,-73.95801365375519
St. Ann's Av & Bruckner Blvd,40.803399,-73.919763
Ralph Ave & Fulton St,40.67922,-73.92192
Westchester Ave & E 156 St,40.817799091,-73.905306816
W 35 St & 9 Ave,40.75414519263519,-73.9960889518261
W 116 St & Broadway,40.8082,-73.9641
21 St & 38 Ave,40.7576314,-73.9391224
Morningside Ave & W 123 St,40.81,-73.9551508
E Fordham Rd & Webster Ave,40.861666083,-73.890948057
53 St & 2 Ave,40.64744,-74.018846
Warren St & W Broadway,40.714599252,-74.008743405
Pike St & E Broadway,40.71406667,-73.99293911
Henry St & Atlantic Ave,40.690974474,-73.996230006
W 13 St & 5 Ave,40.735445,-73.99431
6 Ave & Canal St,40.72243797,-74.00566443
E Houston St & Columbia St,40.719676971,-73.978527427
55 St & 7 Ave,40.639673,-74.008957
4 Ave & 9 St,40.6705135,-73.98876585
Rockaway Ave & Bainbridge St,40.68319988172761,-73.91166642308235
E 2 St & 2 Ave,40.72502876,-73.99069656
Willoughby Ave & Hall St,40.69196035,-73.96536851
Jerome Ave & E 198 St,40.87143743,-73.892668724
Fulton St & Broadway,40.711066,-74.009447
West Thames St,40.708349466,-74.017247319
W 160 St & St. Nicholas Ave,40.834456563,-73.93988502
W 33 St & 10 Ave,40.753587008,-73.998990178
Van Brunt St & Wolcott St,40.6773429,-74.01275056
Nassau Ave & Russell St,40.72557,-73.94434
Charlotte St & Boston Rd,40.8358771,-73.8931428
Bedford Ave & S 9 St,40.70853074,-73.96408963
Dean St & Hoyt St,40.686248779,-73.986994863
Division St & Bowery,40.714193,-73.996732
21 St & 23 Ave,40.778557,-73.919046
Washington St & Barrow St,40.731901526,-74.008889675
E 106 St & Madison Ave,40.79340148,-73.949312687
Greenwich St & Hubert St,40.721220493,-74.009841442
Mercer St & Bleecker St,40.72706363348306,-73.99662137031554
45 Rd & 11 St,40.747121453,-73.94974649
Nassau Ave & Newell St,40.724812564400175,-73.94752621650696
41 Ave & 67 St,40.74446,-73.89764
Grand St & Havemeyer St,40.71286844,-73.95698119
4 Ave & 17 St,40.665507,-73.993037
Van Buren St & Broadway,40.692118645,-73.92607379
Warren St & Court St,40.686415434,-73.993772388
46 St & 25 Ave,40.765753,-73.90676
6 Ave & Walker St,40.719767928,-74.005238533
W 42 St & Dyer Ave,40.75898481399634,-73.99379968643188
University Pl & E 14 St,40.734814,-73.992085
N 11 St & Kent Ave,40.722388029,-73.959052563
Jackson St & Leonard St,40.71638031973561,-73.94821286201477
E 17 St & Broadway,40.73704984,-73.99009296
24 St & 41 Ave,40.752434373,-73.940050364
E 6 St & 2 Ave,40.72737869323223,-73.98840844631195
Astoria Park S & Shore Blvd,40.7767,-73.927631
Marcy Ave & Lafayette Ave,40.6900815,-73.947915
8 Ave & W 27 St,40.748179793,-73.996457219
Ft. Hamilton Pkwy & E 5 St,40.648959637,-73.976980567
Old Fulton St,40.70277159,-73.99383605
E Mosholu Pkwy & Van Cortlandt Ave E,40.876479983,-73.883600473
6 Ave & 21 St,40.660226107,-73.991006136
Bushwick Ave & Forrest St,40.700765014,-73.936518192
Clay Ave & Claremont Pkwy,40.83999,-73.90549
Lenox Ave & W 126 St,40.808442,-73.9452087
Lexington Ave & E 24 St,40.74025878,-73.98409214
E 13 St & 2 Ave,40.73153937464073,-73.9853024482727
West End Ave & W 60 St,40.77237,-73.99005
Kent St & McGuinness Blvd,40.731296659,-73.951546073
Bedford Ave & Nassau Ave,40.723134398,-73.95212698
11 Ave & W 41 St,40.760447621,-73.998857617
Vernon Blvd & 31 Ave,40.7692475,-73.9354504
48 Ave & 5 St,40.74436328706688,-73.9558732509613
Washington Park,40.6917823,-73.9737299
31 St & Ditmars Blvd,40.776168,-73.910485
Nassau St & Navy St,40.698412299,-73.980977893
Melrose Ave & E 150 St,40.816846371,-73.91727531
E 133 St & Cypress Pl,40.802582264,-73.917288542
Fulton St & Clermont Ave,40.68415748,-73.96922273
Chester Ave & 12 Ave,40.644367,-73.984276
Amsterdam Ave & W 175 St,40.844044,-73.933651
Central Park North & Adam Clayton Powell Blvd,40.799484,-73.955613
W 49 St & 8 Ave,40.762333274,-73.98843205
W 21 St & 6 Ave,40.74173969,-73.99415556
E 12 St & Ave C,40.727243,-73.976831
W 22 St & 8 Ave,40.74475148,-73.99915362
Ave D & E 8 St,40.723692536,-73.975721002
Kosciuszko St & Nostrand Ave,40.69072549,-73.95133465
Leonard St & Nassau Ave,40.723902941,-73.949899316
Congress St & Hicks St,40.689371228,-73.999450326
W 51 St & 6 Ave,40.7606597,-73.98042047
Spruce St & Gold St,40.7103231,-74.0043228
E 118 St & 1 Ave,40.797525406,-73.935092688
Franklin Ave & E 169 St,40.83171,-73.90208
Ft. Washington Ave & W 190 St,40.856906,-73.935662
Walton Ave & E 153 St,40.822351,-73.926907
Brook Ave & E 157 St,40.820909619,-73.911658406
St Nicholas Ave & W 134 St,40.816450834,-73.948630095
Amsterdam Ave & W 136 St,40.819746,-73.951819
Pioneer St & Van Brunt St,40.679249525,-74.011413574
Menahan St & Seneca Ave,40.704616785,-73.910617232
Broadway & W 192 St,40.857994,-73.932173
Riverside Dr & W 138 St,40.823168,-73.955857
Longwood Ave & Southern Blvd,40.816343,-73.896447
Broadway & Whipple St,40.7016657,-73.9437303
Fulton St & Irving Pl,40.681774139,-73.959206939
Devoe St & Lorimer St,40.71335226222875,-73.9491033554077
Broadway & Morris St,40.705945132708806,-74.01321887969969
2 Ave & E 125 St,40.802554,-73.933509
48 Ave & 41 St,40.739865065,-73.923756719
Monroe St & Classon Ave,40.6845683,-73.95881081
W 104 St & Amsterdam Ave,40.799064875,-73.966511607
Bruckner Blvd & Bryant Ave,40.821928859,-73.888570786
St. Nicholas Ave & W 157 St,40.832314,-73.94102
India St & Manhattan Ave,40.73232194,-73.9550858
E 39 St & 2 Ave,40.74803319428767,-73.973827958107
Plaza St West & Flatbush Ave,40.6750207,-73.97111473
Grand Concourse & E 205 St,40.875531,-73.8863864831
Frost St & Meeker Ave,40.71766197083994,-73.94880026578903
Hazen St & 20 Ave,40.772160649,-73.894995093
Stewart Ave & Johnson Ave,40.708659887,-73.925756693
2 Ave & 39 St,40.655722167971554,-74.01000827550888
65 St & Roosevelt Ave,40.745680571,-73.899178386
E 51 St & 1 Ave,40.754664063,-73.966005445
Convent Ave & W 135 St,40.818215,-73.950988
Broadway & W 48 St,40.76017739537783,-73.98486793041229
43 St & Broadway,40.7577284,-73.9166368
Madison St & Cypress Ave,40.70062387,-73.90741694
Grand Concourse & E 164 St,40.82959497,-73.921519399
E 72 St & York Ave,40.76663814,-73.95348296
Putnam Ave & Nostrand Ave,40.684045911,-73.949807763
E 51 St & Lexington Ave,40.75714758,-73.97207836
W 31 St & 7 Ave,40.749156,-73.9916
E 144 St & Brook Ave,40.811675,-73.917037
Bedford Park Blvd & Paul Ave,40.874489784,-73.891947389
